hour,day,month,year,cloud_coverage,Visibility,temperature,dew_point,relative_humidity,wind_speed,station_pressure,altimeter,solar_energy
10,5,6,2016,0.9,10.0,21.45,16.69,72.31,14.0,28.98,29.77,2347.75
11,5,6,2016,0.75,10.0,22.73,16.82,68.0,13.32,28.98,29.77,2488.25
12,5,6,2016,0.75,10.0,23.42,16.88,64.56,16.32,28.97,29.76,3565.5
13,5,6,2016,0.45,10.0,24.04,16.54,60.64,15.12,28.97,29.76,3537.0
14,5,6,2016,0.53,10.0,25.04,14.9,51.68,17.88,28.96,29.75,3646.25
15,5,6,2016,0.53,10.0,25.46,12.96,42.76,18.0,28.97,29.76,2830.25
16,5,6,2016,0.44,10.0,25.68,12.53,41.68,16.08,28.97,29.76,2757.75
17,5,6,2016,0.39,10.0,25.43,12.08,40.4,16.0,28.97,29.76,1842.0
6,6,6,2016,0.0,10.0,19.4,15.07,72.56,8.12,28.97,29.76,266.0
7,6,6,2016,0.0,10.0,21.58,15.45,67.48,11.12,28.97,29.76,1082.5
8,6,6,2016,0.0,10.0,23.13,16.33,64.36,9.92,28.96,29.75,2245.75
9,6,6,2016,0.42,10.0,24.59,16.44,59.84,13.44,28.95,29.74,3208.5
10,6,6,2016,0.0,10.0,26.56,13.58,43.8,16.04,28.94,29.73,3945.5
11,6,6,2016,0.0,10.0,28.14,8.53,28.8,20.12,28.93,29.72,4418.25
12,6,6,2016,0.14,10.0,29.04,6.42,23.0,21.44,28.92,29.71,4593.25
13,6,6,2016,0.15,10.0,29.51,6.42,22.72,26.64,28.92,29.7,4390.25
14,6,6,2016,0.28,10.0,29.69,6.32,22.6,21.12,28.9,29.69,4307.5
15,6,6,2016,0.28,10.0,29.43,6.53,22.92,18.6,28.9,29.69,3701.0
16,6,6,2016,0.43,10.0,28.96,6.53,24.2,18.56,28.9,29.68,2875.0
17,6,6,2016,0.43,10.0,28.11,6.44,24.84,16.88,28.9,29.68,1762.0
6,7,6,2016,0.0,10.0,16.53,11.31,69.24,11.24,29.05,29.84,234.58
7,7,6,2016,0.0,10.0,17.96,11.04,62.56,15.32,29.07,29.86,1134.75
8,7,6,2016,0.0,10.0,19.29,10.38,55.16,12.8,29.08,29.87,2333.25
9,7,6,2016,0.62,10.0,20.24,9.16,48.24,14.24,29.09,29.88,3372.5
10,7,6,2016,0.64,10.0,20.94,8.28,44.32,15.76,29.09,29.88,3840.25
11,7,6,2016,0.64,10.0,21.35,8.06,41.88,15.52,29.09,29.88,3278.75
12,7,6,2016,0.8,10.0,21.97,7.64,39.28,15.92,29.09,29.88,4098.5
13,7,6,2016,0.43,10.0,22.64,7.8,37.64,12.44,29.08,29.87,4379.25
14,7,6,2016,0.29,10.0,23.14,8.12,36.96,12.92,29.08,29.87,3555.75
15,7,6,2016,0.64,10.0,23.31,8.42,36.88,11.32,29.07,29.86,3768.25
16,7,6,2016,0.53,10.0,23.4,8.13,36.68,12.72,29.07,29.86,2728.5
17,7,6,2016,0.43,10.0,22.96,7.85,37.2,10.24,29.07,29.86,1908.0
6,8,6,2016,0.0,10.0,14.68,11.93,80.28,4.28,29.24,30.03,303.5
7,8,6,2016,0.0,10.0,17.59,11.16,63.15,5.64,29.24,30.03,1050.25
8,8,6,2016,0.0,10.0,19.75,9.32,50.08,5.64,29.25,30.04,2275.25
9,8,6,2016,0.0,10.0,20.86,7.97,42.04,5.97,29.25,30.04,3246.25
10,8,6,2016,0.0,10.0,21.79,7.06,37.36,5.24,29.25,30.04,3950.5
11,8,6,2016,0.0,10.0,22.54,6.56,34.64,5.56,29.25,30.04,4371.75
12,8,6,2016,0.0,10.0,23.37,6.37,32.0,6.32,29.24,30.03,4483.75
13,8,6,2016,0.0,10.0,24.06,6.38,30.32,2.16,29.22,30.01,4497.5
14,8,6,2016,0.0,10.0,24.64,5.99,29.04,6.4,29.21,30.0,4217.5
15,8,6,2016,0.0,10.0,24.96,6.35,29.08,4.12,29.2,29.99,3668.5
16,8,6,2016,0.0,10.0,25.01,6.34,29.32,4.92,29.2,29.99,2881.75
17,8,6,2016,0.0,10.0,24.83,6.94,30.28,5.12,29.19,29.98,1847.25
6,9,6,2016,0.0,10.0,18.46,12.57,68.36,4.76,29.27,30.06,344.25
7,9,6,2016,0.65,10.0,21.5,12.16,51.8,8.4,29.27,30.06,1035.0
8,9,6,2016,0.89,10.0,23.65,11.44,46.52,9.6,29.27,30.06,1996.25
9,9,6,2016,0.8,10.0,25.29,12.09,43.68,9.6,29.27,30.06,3066.0
10,9,6,2016,0.54,10.0,26.34,11.82,38.16,8.52,29.28,30.07,3459.5
11,9,6,2016,0.74,10.0,24.73,13.07,44.96,7.12,29.27,30.06,2433.75
12,9,6,2016,0.84,10.0,25.77,14.44,48.48,8.0,29.24,30.03,1417.75
13,9,6,2016,0.43,10.0,27.92,13.69,39.72,13.64,29.21,30.0,3227.25
14,9,6,2016,0.21,10.0,28.79,13.3,36.24,11.7,29.18,29.97,4052.0
15,9,6,2016,0.0,10.0,29.0,13.51,35.78,13.0,29.17,29.96,3518.75
16,9,6,2016,0.0,10.0,29.44,14.7,37.28,13.0,29.15,29.94,2743.75
17,9,6,2016,0.0,10.0,28.68,15.62,42.84,12.44,29.15,29.94,1725.5
6,10,6,2016,0.0,10.0,23.3,19.75,76.96,8.0,29.23,30.02,229.13
7,10,6,2016,0.0,10.0,26.1,20.66,70.04,12.48,29.26,30.05,922.75
8,10,6,2016,0.0,10.0,28.15,21.29,66.2,10.16,29.27,30.06,2209.0
9,10,6,2016,0.0,10.0,29.75,21.29,59.48,9.4,29.27,30.06,2941.75
10,10,6,2016,0.0,10.0,28.42,15.01,42.65,8.88,29.26,30.05,3589.25
11,10,6,2016,0.42,10.0,32.06,19.98,47.0,10.92,29.24,30.03,4041.5
12,10,6,2016,0.39,10.0,32.21,19.76,46.34,8.0,29.22,30.01,4240.0
13,10,6,2016,0.19,10.0,32.39,17.8,38.0,13.0,29.19,30.01,4012.0
14,10,6,2016,0.42,10.0,33.29,18.93,40.83,12.12,29.19,29.99,3874.25
15,10,6,2016,0.41,10.0,33.04,18.87,40.56,14.11,29.19,29.98,3553.0
16,10,6,2016,0.22,10.0,32.9,17.99,38.0,14.94,29.16,29.96,2781.25
17,10,6,2016,0.0,10.0,32.32,17.97,39.96,13.48,29.16,29.95,1590.25
6,11,6,2016,0.0,10.0,23.58,20.6,79.2,10.04,29.21,30.0,246.25
7,11,6,2016,0.0,10.0,26.16,21.44,72.72,10.36,29.22,30.01,914.0
8,11,6,2016,0.0,10.0,28.43,21.6,66.12,10.52,29.22,30.01,2204.5
9,11,6,2016,0.0,10.0,30.2,20.86,56.36,15.56,29.25,30.04,2579.0
10,11,6,2016,0.28,10.0,31.08,20.42,52.48,15.12,29.26,30.05,3295.5
11,11,6,2016,0.5,10.0,31.93,19.59,46.12,14.4,29.26,30.05,3996.25
12,11,6,2016,0.58,10.0,32.28,18.93,43.88,10.0,29.24,30.03,3714.75
13,11,6,2016,0.42,10.0,33.12,18.9,40.83,12.06,29.22,30.01,4185.0
14,11,6,2016,0.41,10.0,33.07,18.68,40.12,13.33,29.21,30.0,4084.25
15,11,6,2016,0.44,10.0,32.84,17.89,37.94,13.94,29.2,30.0,2991.75
16,11,6,2016,0.39,10.0,32.83,17.98,38.0,10.89,29.2,29.99,2234.5
17,11,6,2016,0.01,10.0,32.17,17.95,41.06,10.88,29.19,29.98,1320.75
6,12,6,2016,0.0,10.0,24.99,19.2,71.44,7.6,29.28,30.07,303.75
7,12,6,2016,0.0,10.0,25.56,17.21,63.16,8.04,29.29,30.08,1027.75
8,12,6,2016,0.0,10.0,26.34,16.73,57.64,7.04,29.3,30.1,1982.75
9,12,6,2016,0.0,10.0,27.49,16.77,52.6,9.32,29.3,30.09,2768.0
10,12,6,2016,0.0,10.0,29.05,17.56,49.8,9.52,29.3,30.09,3620.5
11,12,6,2016,0.0,10.0,29.67,17.99,48.23,8.0,29.3,30.09,4043.0
12,12,6,2016,0.0,10.0,30.02,18.9,50.0,10.0,29.27,30.09,3671.25
13,12,6,2016,0.41,10.0,28.02,10.13,31.36,6.53,29.27,30.06,3328.75
14,12,6,2016,0.82,10.0,28.29,9.05,28.83,14.77,29.29,30.08,3775.0
15,12,6,2016,0.41,10.0,27.57,3.95,22.23,10.33,29.27,30.07,3330.5
16,12,6,2016,0.0,10.0,30.47,14.32,34.66,11.0,29.26,30.05,2325.25
17,12,6,2016,0.0,10.0,29.29,12.22,34.64,15.24,29.27,30.06,1711.0
6,13,6,2016,0.0,10.0,18.56,9.7,53.6,5.36,29.27,30.06,189.0
7,13,6,2016,0.0,10.0,21.41,10.92,48.04,6.44,29.27,30.06,865.75
8,13,6,2016,0.0,10.0,24.02,10.78,41.52,8.36,29.25,30.04,2032.5
9,13,6,2016,0.0,10.0,26.28,11.77,39.04,8.44,29.24,30.03,2992.25
10,13,6,2016,0.0,10.0,27.93,12.95,37.0,5.22,29.23,30.02,3639.25
11,13,6,2016,0.0,10.0,29.43,12.8,36.0,8.0,29.19,30.01,4026.5
12,13,6,2016,0.0,10.0,30.45,15.0,39.0,0.0,29.17,29.99,4181.25
13,13,6,2016,0.0,10.0,31.36,16.97,41.0,2.67,29.15,29.94,4127.5
14,13,6,2016,0.21,10.0,29.02,10.54,31.07,0.17,29.14,29.94,3837.5
15,13,6,2016,0.44,10.0,32.05,18.8,43.45,0.0,29.12,29.91,2907.25
16,13,6,2016,0.36,10.0,29.07,10.97,32.31,3.12,19.01,29.9,2717.5
17,13,6,2016,0.0,10.0,30.97,17.2,39.0,0.0,29.06,29.88,1681.5
6,14,6,2016,0.77,5.86,22.13,21.82,92.86,7.93,29.11,29.9,39.56
7,14,6,2016,0.06,6.96,23.6,22.49,92.38,6.11,29.1,29.89,105.51
8,14,6,2016,0.0,10.0,26.04,22.81,83.16,6.64,29.1,29.89,1661.0
9,14,6,2016,0.0,10.0,27.61,22.48,74.52,9.04,29.1,29.89,2893.0
10,14,6,2016,0.14,10.0,28.47,22.7,70.72,8.32,29.09,29.88,3653.5
11,14,6,2016,0.63,10.0,29.53,23.4,69.04,8.76,29.09,29.88,3911.25
12,14,6,2016,0.63,9.76,26.08,13.89,45.8,7.54,24.16,29.85,4218.5
13,14,6,2016,0.74,8.95,26.12,18.1,54.82,8.33,29.04,29.83,2043.5
14,14,6,2016,0.96,7.84,25.83,22.44,86.2,9.27,29.04,29.84,1552.75
15,14,6,2016,0.8,7.6,26.27,23.22,87.64,12.48,29.05,29.84,2697.25
16,14,6,2016,0.16,10.0,26.73,23.41,81.04,13.04,29.04,29.83,2767.5
17,14,6,2016,0.29,10.0,26.35,23.16,79.96,12.36,29.02,29.81,1887.75
6,15,6,2016,0.52,6.65,23.38,22.27,96.58,7.04,29.03,29.82,120.73
7,15,6,2016,0.64,8.96,24.86,23.31,93.04,8.08,29.03,29.82,968.75
8,15,6,2016,0.14,10.0,26.69,23.79,83.92,9.96,29.04,29.83,1991.75
9,15,6,2016,0.14,10.0,28.32,24.48,79.56,9.08,29.02,29.81,2901.0
10,15,6,2016,0.63,10.0,29.52,25.46,77.88,13.04,29.02,29.81,3206.5
11,15,6,2016,0.44,10.0,30.84,25.94,75.77,10.23,29.01,29.8,3672.0
12,15,6,2016,0.69,10.0,31.66,25.89,74.23,8.33,29.0,29.79,4199.0
13,15,6,2016,0.55,10.0,32.04,25.64,68.56,10.04,28.99,29.78,3988.5
14,15,6,2016,0.4,10.0,32.75,23.97,59.92,12.44,28.97,29.76,4016.75
15,15,6,2016,0.0,10.0,32.69,22.95,55.84,13.36,28.97,29.76,2538.5
16,15,6,2016,0.39,10.0,32.14,22.82,55.45,10.72,28.96,29.76,3105.5
17,15,6,2016,0.17,10.0,28.94,22.59,59.01,3.99,28.98,29.78,940.25
6,16,6,2016,0.0,10.0,23.63,19.7,78.24,8.32,29.04,29.83,239.5
7,16,6,2016,0.14,10.0,24.65,19.85,74.64,10.28,29.05,29.84,1019.75
8,16,6,2016,0.28,10.0,25.27,19.62,70.28,9.48,29.05,29.84,2138.0
9,16,6,2016,0.14,10.0,25.96,19.22,65.96,13.56,29.05,29.84,3154.0
10,16,6,2016,0.42,10.0,26.77,19.22,62.56,13.36,29.06,29.85,3931.0
11,16,6,2016,0.62,10.0,27.45,19.75,62.04,10.8,29.07,29.86,4412.25
12,16,6,2016,0.52,10.0,27.66,19.28,59.92,13.68,29.07,29.86,4479.75
13,16,6,2016,0.52,10.0,27.93,19.6,58.92,12.36,29.07,29.86,4498.25
14,16,6,2016,0.42,10.0,28.1,19.48,58.28,11.12,29.07,29.86,4315.0
15,16,6,2016,0.42,10.0,28.18,19.28,56.92,13.52,29.07,29.86,3734.75
16,16,6,2016,0.42,10.0,27.73,19.26,58.52,12.6,29.07,29.86,2934.25
17,16,6,2016,0.53,10.0,26.65,18.65,60.48,13.32,29.08,29.87,1885.25
6,17,6,2016,0.0,10.0,18.85,15.58,77.48,14.0,29.22,30.01,249.0
7,17,6,2016,0.0,10.0,20.69,16.69,75.88,13.0,29.23,30.03,1051.5
8,17,6,2016,0.0,10.0,22.93,16.1,63.52,10.76,29.24,30.03,2206.25
9,17,6,2016,0.0,10.0,25.02,15.47,53.6,11.0,29.24,30.03,3189.0
10,17,6,2016,0.0,10.0,26.57,16.24,49.84,9.84,29.26,30.05,3886.5
11,17,6,2016,0.0,10.0,27.85,16.8,47.24,11.08,29.25,30.04,4321.75
12,17,6,2016,0.21,10.0,28.4,16.94,45.82,10.47,29.24,30.03,4497.75
13,17,6,2016,0.22,10.0,26.43,9.89,32.42,13.18,29.24,30.03,4455.25
14,17,6,2016,0.44,10.0,28.72,16.7,48.0,10.0,29.21,30.03,4111.5
15,17,6,2016,0.01,10.0,29.9,14.11,34.8,6.12,29.23,30.02,3350.75
16,17,6,2016,0.0,10.0,27.57,8.65,25.89,10.64,29.24,30.03,2820.5
17,17,6,2016,0.0,10.0,29.13,10.45,28.47,11.94,29.23,30.02,1886.0
6,18,6,2016,0.0,10.0,19.25,12.65,61.72,8.76,29.39,30.19,339.75
7,18,6,2016,0.0,10.0,22.77,12.66,51.72,9.4,29.4,30.2,1025.5
8,18,6,2016,0.0,10.0,25.14,12.7,43.04,10.76,29.41,30.21,2175.5
9,18,6,2016,0.0,10.0,26.85,12.59,38.04,8.72,29.41,30.21,3071.25
10,18,6,2016,0.14,10.0,28.08,14.71,41.32,8.28,29.41,30.21,3639.0
11,18,6,2016,0.42,10.0,28.81,13.79,31.28,8.44,22.45,30.21,4227.0
12,18,6,2016,0.23,10.0,29.35,13.62,35.35,8.65,29.4,30.21,4448.0
13,18,6,2016,0.0,10.0,29.27,13.99,33.66,8.78,29.4,30.2,4325.25
14,18,6,2016,0.58,10.0,29.91,14.02,33.41,7.94,29.4,30.2,4083.25
15,18,6,2016,0.21,10.0,29.95,13.52,33.17,9.12,29.39,30.19,3673.25
16,18,6,2016,0.0,10.0,30.28,12.4,29.96,9.32,29.38,30.17,2655.25
17,18,6,2016,0.0,10.0,29.74,11.03,27.84,7.4,29.39,30.18,1981.75
6,19,6,2016,0.16,7.55,22.05,17.64,74.92,4.28,29.45,30.25,305.0
7,19,6,2016,0.01,10.0,24.65,17.68,63.04,7.68,29.46,30.26,941.25
8,19,6,2016,0.0,10.0,26.56,19.16,60.96,5.16,29.46,30.26,2052.25
9,19,6,2016,0.63,10.0,27.87,20.68,62.92,5.44,29.45,30.25,2699.25
10,19,6,2016,0.69,10.0,29.09,20.89,59.0,5.33,29.45,30.25,3110.25
11,19,6,2016,0.0,10.0,29.09,19.4,55.0,5.0,29.42,30.25,3707.5
12,19,6,2016,0.44,10.0,30.45,20.96,52.33,8.0,29.42,30.22,4326.25
13,19,6,2016,0.44,10.0,30.3,20.6,53.0,5.0,29.39,30.22,3061.75
14,19,6,2016,0.41,10.0,31.46,21.78,53.34,6.44,29.39,30.19,3405.5
15,19,6,2016,0.44,10.0,31.26,20.89,51.78,10.33,29.39,30.18,2876.75
16,19,6,2016,0.44,10.0,31.2,21.78,55.34,7.22,29.36,30.16,2786.25
17,19,6,2016,0.14,10.0,31.03,21.62,54.56,7.4,29.36,30.16,1913.5
6,20,6,2016,0.0,10.0,24.15,21.62,82.08,10.6,29.39,30.19,250.75
7,20,6,2016,0.0,10.0,26.37,22.32,75.72,12.4,29.39,30.18,998.5
8,20,6,2016,0.0,10.0,28.32,22.79,69.76,15.64,29.36,30.16,2050.0
9,20,6,2016,0.0,10.0,29.61,22.88,65.56,13.96,29.36,30.16,3055.75
10,20,6,2016,0.15,10.0,30.73,22.95,59.64,12.8,29.36,30.15,3767.5
11,20,6,2016,0.42,10.0,31.53,21.98,55.12,14.88,29.34,30.13,3823.25
12,20,6,2016,0.44,10.0,32.06,20.6,49.0,14.0,29.32,30.14,3656.0
13,20,6,2016,0.41,10.0,32.79,20.96,47.0,15.67,29.31,30.1,4257.75
14,20,6,2016,0.63,10.0,32.74,21.28,49.24,14.28,29.29,30.08,3622.25
15,20,6,2016,0.02,10.0,32.53,21.85,50.56,15.11,29.26,30.05,2977.25
16,20,6,2016,0.64,10.0,32.32,21.96,53.84,13.36,29.25,30.04,2464.0
17,20,6,2016,0.87,10.0,31.52,21.92,54.83,12.59,29.24,30.03,1365.75
6,21,6,2016,0.65,10.0,21.16,15.68,67.04,6.0,29.27,30.06,291.75
7,21,6,2016,0.16,10.0,22.81,16.41,66.52,6.4,29.28,30.07,939.25
8,21,6,2016,0.0,10.0,24.24,16.58,61.44,7.28,29.28,30.07,2199.0
9,21,6,2016,0.0,10.0,25.34,15.54,52.72,9.28,29.27,30.06,3184.75
10,21,6,2016,0.03,10.0,25.96,14.55,48.6,9.04,29.28,30.07,3819.0
11,21,6,2016,0.04,10.0,26.49,15.76,49.12,11.88,29.27,30.06,4200.25
12,21,6,2016,0.0,10.0,27.1,16.19,48.2,12.92,29.25,30.04,4368.0
13,21,6,2016,0.0,10.0,27.54,16.55,48.68,10.84,29.23,30.02,4570.75
14,21,6,2016,0.0,10.0,27.89,17.0,48.96,9.4,29.21,30.0,4343.0
15,21,6,2016,0.0,10.0,28.08,17.23,50.2,9.72,29.19,29.98,3827.0
16,21,6,2016,0.01,10.0,27.96,17.09,50.24,10.64,29.17,29.96,3023.5
17,21,6,2016,0.01,9.6,27.44,16.87,50.28,9.96,29.16,29.95,1958.75
6,22,6,2016,0.98,3.99,18.7,18.78,96.72,6.81,29.21,30.0,0.0
7,22,6,2016,0.81,8.08,19.14,19.34,96.84,4.04,29.23,30.02,107.08
8,22,6,2016,0.83,8.89,19.4,19.35,95.62,7.54,29.15,29.94,148.05
9,22,6,2016,1.0,9.69,19.75,19.44,95.46,7.19,29.19,29.98,356.75
10,22,6,2016,0.9,8.28,20.02,19.49,95.41,9.78,29.18,29.97,182.5
11,22,6,2016,0.84,7.46,21.04,19.68,93.49,5.62,29.21,30.01,312.75
12,22,6,2016,0.02,10.0,23.78,20.71,86.24,14.08,29.14,29.93,1848.75
13,22,6,2016,0.65,10.0,25.81,21.86,78.04,10.2,29.14,29.93,3169.75
14,22,6,2016,0.44,10.0,27.4,22.53,73.36,14.52,29.12,29.91,3135.25
15,22,6,2016,0.0,10.0,28.45,23.6,75.92,12.92,29.09,29.88,3398.25
16,22,6,2016,0.14,10.0,28.8,24.48,76.08,10.0,29.08,29.87,2768.0
17,22,6,2016,0.3,10.0,28.62,24.92,79.88,10.88,29.07,29.86,944.25
6,23,6,2016,0.28,10.0,26.48,23.98,85.0,8.36,29.04,29.83,254.5
7,23,6,2016,0.0,10.0,27.57,24.66,82.76,9.84,29.06,29.85,996.25
8,23,6,2016,0.0,10.0,28.69,24.51,77.96,10.04,29.07,29.86,2101.5
9,23,6,2016,0.14,10.0,29.47,24.62,72.96,10.04,29.08,29.87,3121.0
10,23,6,2016,0.53,10.0,30.03,24.38,69.92,9.48,29.09,29.88,3000.0
11,23,6,2016,0.58,10.0,26.24,13.54,44.86,11.97,29.09,29.88,3646.0
12,23,6,2016,0.23,10.0,27.88,12.71,40.65,15.94,29.08,29.88,4185.0
13,23,6,2016,0.5,10.0,30.74,23.16,62.03,12.24,29.09,29.88,3855.75
14,23,6,2016,0.01,10.0,28.03,15.91,47.29,10.88,29.09,29.88,4191.75
15,23,6,2016,0.0,10.0,29.92,21.09,57.09,12.48,29.1,29.89,3850.0
16,23,6,2016,0.0,10.0,29.12,20.78,59.85,13.64,29.1,29.89,3045.25
17,23,6,2016,0.01,10.0,28.16,20.44,60.44,11.4,29.1,29.89,1653.75
6,24,6,2016,0.0,9.88,19.13,16.6,82.08,7.32,29.24,30.03,257.0
7,24,6,2016,0.0,9.96,20.66,17.72,80.8,6.64,29.26,30.06,1047.0
8,24,6,2016,0.0,10.0,22.41,19.3,79.76,3.76,29.28,30.07,2076.0
9,24,6,2016,0.14,10.0,24.17,20.28,75.48,3.48,29.28,30.07,3113.25
10,24,6,2016,0.72,10.0,25.7,20.5,69.88,4.04,29.29,30.08,3840.5
11,24,6,2016,0.74,10.0,26.32,20.44,68.2,4.6,29.29,30.08,3685.25
12,24,6,2016,0.75,10.0,26.97,20.14,63.83,1.82,29.29,30.08,2828.5
13,24,6,2016,0.74,10.0,27.55,19.96,61.6,4.92,29.29,30.08,3277.5
14,24,6,2016,0.5,10.0,28.05,19.56,45.89,3.44,22.36,30.07,3301.75
15,24,6,2016,0.44,10.0,28.46,19.21,57.0,2.65,29.27,30.06,2175.0
16,24,6,2016,0.6,10.0,28.16,19.09,55.17,4.06,29.26,30.05,1157.25
17,24,6,2016,0.82,10.0,25.27,11.13,39.36,4.41,29.26,30.05,1669.5
6,25,6,2016,0.0,9.84,21.91,19.67,86.16,5.04,29.31,30.11,241.5
7,25,6,2016,0.0,10.0,24.3,21.18,82.72,5.76,29.32,30.12,1028.25
8,25,6,2016,0.0,10.0,26.48,22.12,77.64,8.0,29.33,30.12,2148.0
9,25,6,2016,0.0,10.0,28.14,22.48,71.16,9.68,29.32,30.12,3098.25
10,25,6,2016,0.0,10.0,29.3,22.41,65.48,9.04,29.31,30.1,3803.5
11,25,6,2016,0.0,10.0,30.29,22.26,62.34,8.78,29.31,30.1,4215.0
12,25,6,2016,0.0,10.0,31.27,22.74,56.45,7.11,29.28,30.07,4339.75
13,25,6,2016,0.41,10.0,31.81,22.39,56.24,8.59,29.27,30.06,4323.75
14,25,6,2016,0.52,10.0,32.23,22.91,56.04,5.44,29.27,30.06,3693.25
15,25,6,2016,0.53,10.0,32.5,23.24,57.0,6.12,29.26,30.05,3381.5
16,25,6,2016,0.41,10.0,31.95,22.79,56.23,8.0,29.24,30.03,2509.75
17,25,6,2016,0.44,10.0,31.49,23.96,60.88,8.0,29.24,30.03,1819.25
6,26,6,2016,0.0,9.96,23.88,22.41,88.2,6.76,29.27,30.06,385.0
7,26,6,2016,0.42,10.0,24.89,22.85,86.8,5.44,29.27,30.06,608.5
8,26,6,2016,0.14,10.0,26.76,23.32,83.8,5.4,29.27,30.06,1046.0
9,26,6,2016,0.62,10.0,28.78,24.36,78.4,7.0,29.27,30.06,2544.0
10,26,6,2016,0.69,10.0,29.77,24.05,73.68,6.44,29.27,30.06,3063.0
11,26,6,2016,0.0,10.0,30.71,22.8,63.0,3.0,29.22,30.04,4121.0
12,26,6,2016,0.21,10.0,31.98,24.9,65.59,9.41,29.23,30.02,3929.75
13,26,6,2016,0.41,10.0,32.61,25.77,67.12,8.22,29.2,29.99,3426.25
14,26,6,2016,0.85,9.28,30.85,24.64,67.93,9.64,29.19,29.99,3279.5
15,26,6,2016,0.99,9.36,27.09,23.05,74.1,6.05,29.2,29.99,1152.75
16,26,6,2016,0.96,9.56,26.87,23.04,79.79,6.21,29.2,30.0,118.48
17,26,6,2016,0.83,10.0,26.26,23.35,80.81,1.35,29.22,30.01,113.3
6,27,6,2016,0.0,10.0,22.72,20.06,82.0,5.24,29.31,30.1,228.0
7,27,6,2016,0.0,10.0,25.57,20.74,73.44,6.96,29.31,30.1,1061.25
8,27,6,2016,0.0,10.0,27.37,20.34,64.52,7.24,29.31,30.1,2221.25
9,27,6,2016,0.0,10.0,29.04,21.02,61.08,6.68,29.31,30.11,2871.0
10,27,6,2016,0.0,10.0,30.02,20.07,53.72,9.84,29.31,30.11,3903.0
11,27,6,2016,0.0,10.0,28.43,15.34,43.22,11.67,29.31,30.1,4344.75
12,27,6,2016,0.0,10.0,25.19,3.15,21.55,9.41,29.3,30.09,4539.25
13,27,6,2016,0.19,10.0,30.82,19.4,50.0,11.0,29.27,30.09,3798.25
14,27,6,2016,0.0,10.0,28.38,10.57,31.83,11.88,29.26,30.05,4023.25
15,27,6,2016,0.0,10.0,31.17,18.05,42.29,12.83,29.24,30.04,3741.5
16,27,6,2016,0.0,10.0,30.88,18.68,45.12,12.36,29.25,30.04,2966.25
17,27,6,2016,0.0,10.0,28.02,14.05,39.22,11.57,29.25,30.04,1927.0
6,28,6,2016,0.0,10.0,19.92,16.62,77.8,9.96,29.33,30.12,217.5
7,28,6,2016,0.0,10.0,21.52,17.39,76.64,9.96,29.34,30.14,1038.0
8,28,6,2016,0.42,10.0,22.39,17.54,75.92,9.64,29.35,30.15,2230.25
9,28,6,2016,0.64,10.0,22.98,17.23,70.16,7.08,29.36,30.15,3083.75
10,28,6,2016,0.83,10.0,23.45,16.87,67.39,8.81,29.35,30.15,3177.25
11,28,6,2016,0.75,10.0,23.72,17.1,64.0,7.5,29.32,30.14,3144.25
12,28,6,2016,0.83,10.0,23.99,15.8,60.08,9.88,29.34,30.14,2612.0
13,28,6,2016,0.74,10.0,24.65,15.56,56.72,9.08,29.34,30.14,2769.75
14,28,6,2016,0.83,10.0,24.91,15.3,54.72,9.08,29.33,30.12,3269.0
15,28,6,2016,0.98,10.0,24.75,15.04,54.08,10.68,29.33,30.12,3116.0
16,28,6,2016,0.64,10.0,24.59,15.33,54.48,10.8,29.31,30.11,2500.0
17,28,6,2016,0.31,10.0,24.0,15.36,58.64,11.8,29.31,30.11,1870.25
6,29,6,2016,0.0,10.0,14.43,10.82,75.2,6.4,29.36,30.16,219.2
7,29,6,2016,0.0,10.0,17.32,11.36,64.56,7.64,29.36,30.16,1105.25
8,29,6,2016,0.0,10.0,19.39,11.74,61.64,7.44,29.36,30.16,2346.5
9,29,6,2016,0.0,10.0,20.8,11.78,55.56,8.0,29.36,30.16,3390.5
10,29,6,2016,0.0,10.0,21.82,11.16,49.72,9.16,29.36,30.16,4162.75
11,29,6,2016,0.0,10.0,22.75,10.81,45.84,8.08,29.35,30.14,4581.5
12,29,6,2016,0.0,10.0,23.45,10.74,43.36,5.24,29.34,30.14,4620.0
13,29,6,2016,0.0,10.0,24.11,10.13,40.4,4.6,29.34,30.13,4600.25
14,29,6,2016,0.0,10.0,24.65,9.86,37.88,6.36,29.31,30.11,4445.5
15,29,6,2016,0.0,10.0,24.71,9.48,25.62,5.44,15.45,30.1,3853.5
16,29,6,2016,0.0,10.0,24.62,9.54,25.58,2.56,15.45,30.08,2776.25
17,29,6,2016,0.0,10.0,24.15,10.41,20.67,4.72,8.53,30.08,1807.25
6,30,6,2016,0.01,10.0,17.09,13.19,75.32,2.16,29.28,30.07,305.25
7,30,6,2016,0.02,10.0,20.22,14.09,66.8,5.0,29.28,30.07,1103.25
8,30,6,2016,0.0,10.0,22.46,14.78,60.12,7.36,29.27,30.06,2239.0
9,30,6,2016,0.28,10.0,23.85,14.9,57.84,7.44,29.27,30.06,2333.25
10,30,6,2016,0.62,10.0,24.54,15.11,55.04,7.04,29.26,30.05,3769.25
11,30,6,2016,0.01,10.0,24.85,15.08,55.2,7.36,29.25,30.04,3306.5
12,30,6,2016,0.39,10.0,24.87,15.55,55.28,8.72,29.22,30.01,2840.75
